posicion,regla_id_dominante,regla_dominante,soporte_busqueda,confianzas_familia,metodo_similitud,Z,numero_condiciones_Z,fitness,soporte_anomalo,confianza_anomala,confianza_inversa,cf_directo,cf_inverso,miembros_familia_jaccard,jaccard_maximo_familia,nivel_confianza
118,RD_0560,glucosa = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,triangular,sexo=2 Y colesterol=1 Y alcohol=0,3,0.01475109589863688,0.005,0.7692307692307693,0.16393442622950818,0.6351648351648352,0.09289617486338796,1,0.0,alta
64,RD_1119,altura_cm cercana a 159.77 con radio ±5.83 Y sexo = mujer Y colesterol = normal Y actividad_fisica = no => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.624, r=0.142)",1,0.03673976637794945,0.001685488883857202,0.7673059574395841,0.20750490835348837,0.6261010201346404,0.11736050636061483,1,0.0,alta
105,RD_0763,colesterol = arriba_de_lo_normal Y fumador = no => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"presion_diastolica(c=0.158, r=0.260) Y glucosa=1",2,0.017973429731757036,0.006892769647452139,0.766406241212293,0.1466546733500455,0.6379979761477054,0.08451482796363577,1,0.0,alta
21,RD_0138,edad_anios cercana a 42.31 con radio ±4.28 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.680, r=0.245) Y glucosa=1 Y alcohol=0",3,0.051253755558887906,0.012079186220508908,0.7656990788928002,0.41101504652181087,0.6725233198870411,0.304844480738581,2,0.9700534506121394,alta
174,RD_0076,colesterol = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,triangular,"edad_anios(c=0.424, r=0.088) Y sexo=2 Y glucosa=3",3,0.004449268427110245,0.0011266211104629163,0.7597702005960609,0.03884900380906608,0.6782887481666547,0.026238196869024667,1,0.0,alta
120,RD_0052,presion_sistolica cercana a 102.00 con radio ±12.57 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"peso_kg(c=0.532, r=0.107) Y presion_diastolica(c=0.455, r=0.105) Y alcohol=0",3,0.014487980328169345,0.0019102315721504204,0.7587425643551907,0.11441641840536956,0.6904360777308529,0.08393524495872058,1,0.0,alta
162,RD_0459,colesterol = arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"altura_cm(c=0.347, r=0.090) Y presion_sistolica(c=0.476, r=0.101)",2,0.0068644060001603144,0.0031231597531323576,0.7525836370508049,0.06123842653200701,0.6169036960786657,0.0333815766243277,1,0.0,alta
154,RD_0820,sexo = mujer Y colesterol = arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"edad_anios(c=0.450, r=0.109) Y presion_diastolica(c=0.423, r=0.200) Y alcohol=0",3,0.007968609764476879,0.0037951823414352774,0.7502606271298075,0.09857616471260461,0.6045793262888619,0.052721682121624903,1,0.0,alta
110,RD_0052,presion_sistolica cercana a 102.00 con radio ±12.57 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"peso_kg(c=0.556, r=0.099) Y presion_diastolica(c=0.443, r=0.108)",2,0.016994735452662682,0.0017213330108348216,0.7500988672709162,0.10310203268231964,0.6793451168858002,0.0750490510503789,13,0.9702924268535953,alta
168,RD_0250,colesterol = muy_arriba_de_lo_normal Y fumador = no => enfermedad_cardiovascular = si,0.001,0.60,triangular,sexo=2 Y glucosa=1 Y actividad_fisica=0,3,0.006474079139245952,0.0015,0.75,0.057692307692307696,0.6650326797385621,0.03893991580558745,2,1.0,alta
169,RD_0251,colesterol = muy_arriba_de_lo_normal Y fumador = no => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,sexo=2 Y glucosa=1 Y actividad_fisica=0,3,0.006474079139245952,0.0015,0.75,0.057692307692307696,0.6650326797385621,0.03893991580558745,3,1.0,alta
43,RD_1180,sexo = mujer Y colesterol = normal Y alcohol = no Y actividad_fisica = no => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.642, r=0.176)",1,0.042526426347784946,0.009350345548201232,0.7498493998143306,0.26339001544228824,0.5869072657484359,0.14491702123862582,5,0.9355560493673687,alta
160,RD_0560,glucosa = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,triangular,"edad_anios(c=0.433, r=0.120) Y colesterol=1 Y alcohol=0",3,0.007542021945454558,0.0028606319471152376,0.7486600665740714,0.09379121138082745,0.6026435338218652,0.050059589274105754,1,0.0,alta
71,RD_0820,sexo = mujer Y colesterol = arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"presion_diastolica(c=0.146, r=0.233)",1,0.031944819606946416,0.007301486738660824,0.7483739069748214,0.18964900619898242,0.6015920193768006,0.10620094209374187,4,0.9640594765004379,alta
16,RD_1037,edad_anios cercana a 52.27 con radio ±2.26 Y colesterol = normal Y glucosa = normal Y alcohol = no => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.623, r=0.145)",1,0.05424522786619739,0.00553767830311272,0.7483681174371376,0.29354441752588256,0.6083681338370028,0.178330273560091,5,0.9532544418371811,alta
80,RD_0311,presion_sistolica cercana a 102.00 con radio ±14.32 Y colesterol = normal Y fumador = no Y alcohol = no => enfermedad_cardiovascular = no,0.001,0.60,triangular,"peso_kg(c=0.545, r=0.120) Y presion_diastolica(c=0.441, r=0.095)",2,0.030254801191168027,0.001556990691757795,0.7476754588338494,0.15830253459317825,0.7009256272866977,0.1294922029386421,3,0.9909806087528602,alta
144,RD_0732,presion_diastolica cercana a 73.27 con radio ±19.49 => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.465, r=0.093) Y colesterol=3",2,0.009812722434198111,0.017206126796121032,0.7473967619269787,0.0993260790929605,0.5864344292865844,0.05019856582841968,1,0.0,alta
44,RD_0138,edad_anios cercana a 42.31 con radio ±4.28 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.690, r=0.246) Y glucosa=1 Y fumador=0",3,0.04249361969351573,0.010738911677097519,0.7472122263174106,0.36540990444055715,0.646684697151297,0.2628398035747799,2,0.880215897230953,alta
28,RD_1105,edad_anios cercana a 52.27 con radio ±2.26 Y colesterol = normal Y glucosa = normal Y alcohol = no => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.609, r=0.111)",1,0.046883958607603075,0.006298331446446763,0.7463087985447882,0.2714189453169797,0.5959009877867484,0.15735486118838643,1,0.0,alta
51,RD_1119,altura_cm cercana a 159.77 con radio ±5.83 Y sexo = mujer Y colesterol = normal Y actividad_fisica = no => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.654, r=0.218)",1,0.04139732759908681,0.0020299591143982374,0.7434848819397065,0.24991353193060975,0.5878246821128476,0.14084923229249352,2,0.8981192888591553,alta
58,RD_1119,altura_cm cercana a 159.77 con radio ±5.83 Y sexo = mujer Y colesterol = normal Y actividad_fisica = no => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.616, r=0.156)",1,0.03982939002169636,0.0019777653160363063,0.7412469540951957,0.24348781803273598,0.5842287200982308,0.13634862050259886,2,0.9746357852294057,alta
4,RD_0138,edad_anios cercana a 42.31 con radio ±4.28 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.634, r=0.183)",1,0.12014914566534121,0.014572430167480587,0.7403661198734295,0.49585195176919217,0.6371160612305311,0.3771656468156969,3,0.9167711538102256,alta
95,RD_0820,sexo = mujer Y colesterol = arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"presion_diastolica(c=0.082, r=0.270)",1,0.02239519226732212,0.005480603534506255,0.7373436273526373,0.14235333855860402,0.584127409975009,0.0766791350136446,1,0.0,alta
130,RD_0052,presion_sistolica cercana a 102.00 con radio ±12.57 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"peso_kg(c=0.617, r=0.193) Y presion_diastolica(c=0.488, r=0.091) Y alcohol=0",3,0.012633644807379774,0.0017823467279054583,0.7318157863253579,0.1067565482303807,0.6558856026389359,0.07704785564158557,1,0.0,alta
68,RD_1181,sexo = mujer Y colesterol = normal Y alcohol = no Y actividad_fisica = no => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.598, r=0.150)",1,0.03437800519897757,0.00833945536835665,0.7307335778758702,0.23491423572835632,0.5553398533729966,0.12380888924205272,1,0.0,alta
49,RD_1181,sexo = mujer Y colesterol = normal Y alcohol = no Y actividad_fisica = no => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.638, r=0.222)",1,0.041782913123946275,0.00990407821769418,0.7296972316543987,0.2789881188082868,0.5536284559430437,0.15094207198137527,3,0.9167474599013717,alta
159,RD_0356,presion_sistolica cercana a 111.46 con radio ±24.60 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_diastolica(c=0.489, r=0.089) Y colesterol=3",2,0.007646919205320546,0.010191867436499257,0.7276421775807109,0.06977909013792323,0.5902147318790331,0.03886849374790503,1,0.0,alta
