regla_id_dominante,soporte_busqueda,confianzas_superadas,mejor_confianza_minima,particula,metodo_similitud,consecuente_dominante,consecuente_anomalo,Z,numero_condiciones_Z,fitness,soporte_anomalo,confianza_anomala,confianza_inversa,cf_directo,cf_inverso
RD_1181,0.001,0.60,0.6,4,gaussiana,0,1,"presion_sistolica(c=0.664, r=0.232)",1,0.0437093757439903,0.008620823771974873,0.7809008183307865,0.24284010625281333,0.6381848376104731,0.13698030153035087
RD_1181,0.001,0.60,0.6,34,gaussiana,0,1,"presion_sistolica(c=0.647, r=0.212)",1,0.0436695829675182,0.00882145175533848,0.7736581036448567,0.248491598741929,0.6262243913401302,0.1394694412144011
RD_1181,0.001,0.60,0.6,12,gaussiana,0,1,"presion_sistolica(c=0.640, r=0.208)",1,0.043619628402042226,0.00904249013507789,0.765955496203286,0.25471803197402504,0.613504489143041,0.14219823709186302
RD_1181,0.001,0.60,0.6,35,gaussiana,0,1,"presion_sistolica(c=0.656, r=0.219)",1,0.043545980504009284,0.008586254120791498,0.7811251268869007,0.24186631326173233,0.6385552554095608,0.13638907560499045
RD_0736,0.001,0.60,0.6,16,gaussiana,1,0,"presion_sistolica(c=0.430, r=0.100)",1,0.043443684805559164,0.015894143716906863,0.6049103554504818,0.4023833852381485,0.39258326756332573,0.2213221417978619
RD_1181,0.001,0.60,0.6,15,gaussiana,0,1,"presion_sistolica(c=0.659, r=0.220)",1,0.043380784810449734,0.008483076505598207,0.7838158273671387,0.2389599015661467,0.6429986140007795,0.13493274749235196
RD_1037,0.001,0.60,0.6,5,gaussiana,0,1,"presion_sistolica(c=0.574, r=0.152)",1,0.04332391494431734,0.006599470824690832,0.6451858121909482,0.3498285225640514,0.44777847267405335,0.19350601955290359
RD_1181,0.001,0.60,0.6,3,gaussiana,0,1,"presion_sistolica(c=0.650, r=0.210)",1,0.04329088602377319,0.00856867540090783,0.7801731470319925,0.2413711380537417,0.6369831785849417,0.1359247386090914
RD_1180,0.001,0.60,0.6,31,triangular,0,1,"presion_sistolica(c=0.636, r=0.206)",1,0.04328488980495089,0.01092881341959675,0.7114039465511247,0.3078538991435704,0.5234193612770867,0.16539277301221889
RD_1181,0.001,0.60,0.6,19,gaussiana,0,1,"presion_sistolica(c=0.644, r=0.204)",1,0.043165062694502356,0.008689822287214459,0.775129871501972,0.24478372640040727,0.6286548336729813,0.1373251596342813
RD_1180,0.001,0.60,0.6,7,triangular,0,1,"presion_sistolica(c=0.635, r=0.205)",1,0.043124968515344864,0.010918794656128447,0.7108421272570826,0.3075716804543225,0.5224915862960997,0.16507430797519346
RD_1180,0.001,0.60,0.6,34,triangular,0,1,"presion_sistolica(c=0.635, r=0.204)",1,0.043060202965357286,0.010875652388783092,0.7115496454767357,0.3063564053178336,0.5236599650074535,0.16445864050250392
RD_1181,0.001,0.60,0.6,23,gaussiana,0,1,"presion_sistolica(c=0.670, r=0.233)",1,0.04303502165520672,0.008338645080885929,0.786945854114703,0.2348914107291811,0.6481674655105186,0.13278982344882392
RD_1037,0.001,0.60,0.6,9,gaussiana,0,1,"presion_sistolica(c=0.628, r=0.088)",1,0.042949250336964256,0.003636381334143693,0.8217638580653354,0.19275938077392402,0.7225989323267593,0.11887438083714909
RD_1180,0.001,0.60,0.6,26,triangular,0,1,"presion_sistolica(c=0.658, r=0.220)",1,0.04287843198056741,0.01032096561173118,0.7244793334823525,0.29073142568256843,0.5450117433653527,0.15734865350166785
RD_0736,0.001,0.60,0.6,23,gaussiana,1,0,"presion_sistolica(c=0.422, r=0.097)",1,0.042873031871005225,0.015372351220318036,0.6102479143728301,0.38917344861564646,0.40078931053237826,0.21394299071527595
RD_1180,0.001,0.60,0.6,10,triangular,0,1,"presion_sistolica(c=0.643, r=0.145)",1,0.04284113432922116,0.0075794627625976494,0.8162100218818313,0.21350599331260983,0.6964936141167857,0.12301946051162992
RD_1181,0.001,0.60,0.6,21,gaussiana,0,1,"presion_sistolica(c=0.631, r=0.198)",1,0.04273976505324863,0.009068325135826016,0.759915408140511,0.25544577847397226,0.6035300317916694,0.14163260418497892
RD_1180,0.001,0.60,0.6,18,triangular,0,1,"presion_sistolica(c=0.635, r=0.197)",1,0.04260722738429931,0.010588717993638294,0.7162500577242635,0.29827374629967024,0.5314221136730957,0.16035172902311381
RD_1180,0.001,0.60,0.6,19,triangular,0,1,"presion_sistolica(c=0.655, r=0.206)",1,0.042559637183618826,0.009921584122147184,0.7334768843706665,0.27948124287738546,0.5598700842818345,0.15203397494692578
RD_1180,0.001,0.60,0.6,35,triangular,0,1,"presion_sistolica(c=0.646, r=0.149)",1,0.042541515447244875,0.007649129265355496,0.8111411494023625,0.21546843001001398,0.6881229990130756,0.12364509109057262
RD_1180,0.001,0.60,0.6,11,triangular,0,1,"presion_sistolica(c=0.642, r=0.176)",1,0.042526426347784946,0.009350345548201232,0.7498493998143306,0.26339001544228824,0.5869072657484359,0.14491702123862582
RD_1180,0.001,0.60,0.6,27,triangular,0,1,"presion_sistolica(c=0.642, r=0.167)",1,0.04250082521082359,0.00892713766346158,0.7630793435206937,0.25146866657638256,0.608754879208485,0.139631982140608
RD_0138,0.001,0.60,0.6,31,triangular,0,1,"presion_sistolica(c=0.690, r=0.246) Y glucosa=1 Y fumador=0",3,0.04249361969351573,0.010738911677097519,0.7472122263174106,0.36540990444055715,0.646684697151297,0.2628398035747799
RD_1180,0.001,0.60,0.6,17,triangular,0,1,"presion_sistolica(c=0.640, r=0.179)",1,0.04240165655078033,0.009556325753626844,0.7429867091203747,0.2691922747500519,0.5755743820336462,0.1473368442874918
RD_1181,0.001,0.60,0.6,8,gaussiana,0,1,"presion_sistolica(c=0.634, r=0.193)",1,0.04237960865951576,0.008768093668741568,0.7676438381533423,0.24698855404905828,0.6162925767669871,0.13753081006373694
RD_1180,0.001,0.60,0.6,4,triangular,0,1,"presion_sistolica(c=0.642, r=0.153)",1,0.042340207721332006,0.008145004564397141,0.7897757606163125,0.2294367482928772,0.6528407056049197,0.1297106854944032
RD_1180,0.001,0.60,0.6,8,triangular,0,1,"presion_sistolica(c=0.645, r=0.161)",1,0.04233822534345893,0.00839452870972819,0.780468828505119,0.2364655974571321,0.6374714599167103,0.1328317517116474
RD_1181,0.001,0.60,0.6,32,gaussiana,0,1,"presion_sistolica(c=0.650, r=0.228)",1,0.04226000272995264,0.009471692821997684,0.7446760522123355,0.266808248506977,0.578364122919453,0.14613632158451867
RD_1180,0.001,0.60,0.6,16,triangular,0,1,"presion_sistolica(c=0.640, r=0.177)",1,0.04224582566655589,0.009469575819893113,0.7446579153644466,0.2667486146448764,0.5783341721614714,0.14609486245181036
RD_1180,0.001,0.60,0.6,6,triangular,0,1,"presion_sistolica(c=0.653, r=0.194)",1,0.042235400783712934,0.009492718114465809,0.7439136293316662,0.2674005102666425,0.5771050759605496,0.14636988147579597
RD_1181,0.001,0.60,0.6,6,gaussiana,0,1,"presion_sistolica(c=0.631, r=0.192)",1,0.04219415182010369,0.008866915967711685,0.7632156492297669,0.2497722807806108,0.6089799712051196,0.13857320048344135
RD_1181,0.001,0.60,0.6,11,gaussiana,0,1,"presion_sistolica(c=0.645, r=0.225)",1,0.04218120038448925,0.009580077829468642,0.7410469685477137,0.2698613473089758,0.572371140720995,0.14739108030972745
RD_1181,0.001,0.60,0.6,16,gaussiana,0,1,"presion_sistolica(c=0.652, r=0.236)",1,0.042173459255427884,0.009706791942780521,0.7373610139472576,0.273430758951564,0.5662842432156547,0.14894802304914992
RD_1180,0.001,0.60,0.6,13,triangular,0,1,"presion_sistolica(c=0.649, r=0.155)",1,0.042138962826179044,0.007769539102249674,0.8033416083393211,0.21886025640139925,0.6752430229456678,0.12481124985891094
RD_1119,0.001,0.60,0.6,13,gaussiana,0,1,"presion_sistolica(c=0.615, r=0.185)",1,0.04211824260021612,0.0022923004665960692,0.7133999265961011,0.2822110562670285,0.5394833752684818,0.15614287494681503
RD_1119,0.001,0.60,0.6,21,gaussiana,0,1,"presion_sistolica(c=0.615, r=0.185)",1,0.04210864389109874,0.002294286446668714,0.7131108696508667,0.28245555542505496,0.5390189108767126,0.15624180540385552
RD_1119,0.001,0.60,0.6,30,gaussiana,0,1,"presion_sistolica(c=0.615, r=0.185)",1,0.042108139919283596,0.00229658501137219,0.712835177724437,0.2827385376877726,0.5385759217528188,0.15636844581629578
RD_1105,0.001,0.60,0.6,3,triangular,0,1,"presion_sistolica(c=0.607, r=0.076)",1,0.042100426002717094,0.005134131182473872,0.780668624483799,0.22124914868559784,0.6506319821694009,0.1294139456912085
RD_1037,0.001,0.60,0.6,7,gaussiana,0,1,"presion_sistolica(c=0.603, r=0.100)",1,0.042092565176169765,0.00410722458238216,0.7730906518455225,0.21771810886986018,0.6468455008066512,0.13014719936577768
RD_0138,0.001,0.60,0.6,9,triangular,0,1,"presion_sistolica(c=0.649, r=0.185) Y glucosa=1 Y fumador=0",3,0.042090442664343974,0.010335548132609907,0.7599425047185465,0.3516847674175605,0.664477496633337,0.25337467635909877
RD_1119,0.001,0.60,0.6,6,gaussiana,0,1,"presion_sistolica(c=0.613, r=0.184)",1,0.04208550284929359,0.002308160594459047,0.711343561995107,0.28416363774662295,0.5361791539051725,0.15698298802842583
RD_1181,0.001,0.60,0.6,27,gaussiana,0,1,"presion_sistolica(c=0.659, r=0.243)",1,0.04207174876042276,0.00949797959963695,0.7428262434210438,0.26754872111653377,0.5753093928053933,0.1462578198324467
RD_1119,0.001,0.60,0.6,23,gaussiana,0,1,"presion_sistolica(c=0.614, r=0.184)",1,0.04206610660443289,0.0022885095551582343,0.7135640143134202,0.2817443473269589,0.5397470357792494,0.1558734140844359
RD_1119,0.001,0.60,0.6,5,gaussiana,0,1,"presion_sistolica(c=0.614, r=0.184)",1,0.042065697741335624,0.0022850012612848154,0.7139805912903945,0.2813124321683048,0.5404164027514857,0.1556788340515261
RD_1119,0.001,0.60,0.6,15,gaussiana,0,1,"presion_sistolica(c=0.616, r=0.184)",1,0.04205738235649154,0.0022743587677161617,0.7152114722933786,0.28000220718031066,0.5423942151023623,0.15508049748854472
RD_1139,0.001,0.60,0.6,32,triangular,0,1,"presion_sistolica(c=0.599, r=0.136)",1,0.04204843699558585,0.003069028460036689,0.6931103193880621,0.3099114902625998,0.5026186096731838,0.1673174696930815
RD_1119,0.001,0.60,0.6,1,gaussiana,0,1,"presion_sistolica(c=0.614, r=0.183)",1,0.04203602143780287,0.002282561907370653,0.7141082490799832,0.2810121169806771,0.5406215266849301,0.15550998013551587
RD_1181,0.001,0.60,0.6,26,gaussiana,0,1,"presion_sistolica(c=0.680, r=0.241)",1,0.04203238382709296,0.008046406272847265,0.7915561119705518,0.2266593316295004,0.6557807353642139,0.12819035863793288
RD_1180,0.001,0.60,0.6,28,triangular,0,1,"presion_sistolica(c=0.651, r=0.149)",1,0.042028148014074444,0.007263014685671255,0.8246690191133252,0.20459196297665508,0.7104626003706288,0.11831206313224514
RD_1180,0.001,0.60,0.6,29,triangular,0,1,"presion_sistolica(c=0.649, r=0.162)",1,0.04200839652570468,0.008147104578996714,0.787534969633645,0.22949590363371025,0.6491403168262027,0.12942778452305492
RD_1181,0.001,0.60,0.6,5,gaussiana,0,1,"presion_sistolica(c=0.642, r=0.227)",1,0.04199277223840998,0.009870377177647034,0.7317775945361548,0.27803879373653617,0.5570639175826408,0.15076464625688243
RD_1119,0.001,0.60,0.6,17,gaussiana,0,1,"presion_sistolica(c=0.612, r=0.181)",1,0.041955446742780116,0.002283125998000881,0.7135949570032495,0.2810815636413164,0.5397967553166908,0.15544905125695124
RD_1181,0.001,0.60,0.6,2,gaussiana,0,1,"presion_sistolica(c=0.638, r=0.222)",1,0.041782913123946275,0.00990407821769418,0.7296972316543987,0.2789881188082868,0.5536284559430437,0.15094207198137527
RD_1119,0.001,0.60,0.6,31,gaussiana,0,1,"presion_sistolica(c=0.616, r=0.179)",1,0.04172436555875449,0.002218825370261761,0.7201466821353912,0.2731653465758301,0.5503242416086099,0.15163557191954055
RD_1119,0.001,0.60,0.6,27,gaussiana,0,1,"presion_sistolica(c=0.608, r=0.176)",1,0.04168404271342064,0.0022842954015992057,0.7119531986321307,0.2812255319515335,0.537158734276735,0.1552019544820274
RD_1119,0.001,0.60,0.6,33,gaussiana,0,1,"presion_sistolica(c=0.612, r=0.176)",1,0.041607438743389936,0.0022309461400397447,0.7179808487853678,0.2746575659823434,0.5468441229462602,0.15217293922523809
RD_1181,0.001,0.60,0.6,9,gaussiana,0,1,"presion_sistolica(c=0.656, r=0.197)",1,0.04160557737266068,0.007788690691621579,0.798936895263639,0.21939973779215713,0.6679691848390368,0.12457334355232733
RD_1180,0.001,0.60,0.6,25,triangular,0,1,"presion_sistolica(c=0.654, r=0.174)",1,0.04155214131525666,0.00840767996100567,0.7750067676248201,0.23683605523959633,0.6284515428666754,0.13223657985058637
RD_1119,0.001,0.60,0.6,20,gaussiana,0,1,"presion_sistolica(c=0.619, r=0.179)",1,0.041540562322405036,0.0021753604169544227,0.7245926598169808,0.2678142634337166,0.5574681568604106,0.14903295125000923
RD_1119,0.001,0.60,0.6,19,gaussiana,0,1,"presion_sistolica(c=0.618, r=0.178)",1,0.04153508643322398,0.0021773266695231104,0.7243087112631736,0.2680563338875613,0.5570119007679273,0.1491353645261849
RD_1180,0.001,0.60,0.6,2,triangular,0,1,"presion_sistolica(c=0.667, r=0.215)",1,0.04151929429075843,0.009538038333967571,0.7385117453361396,0.26867713616810057,0.5681845335826158,0.146147217450513
RD_1119,0.001,0.60,0.6,22,gaussiana,0,1,"presion_sistolica(c=0.611, r=0.173)",1,0.04146478836569527,0.0022059370143191234,0.7202783743439178,0.27157862764560264,0.5505358481537648,0.15063429022741548
RD_1105,0.001,0.60,0.6,18,triangular,0,1,"presion_sistolica(c=0.591, r=0.105)",1,0.041440144506736325,0.006926833948479177,0.6898116422491198,0.2985034974211657,0.5059079374918296,0.16382484414926018
RD_1119,0.001,0.60,0.6,2,gaussiana,0,1,"presion_sistolica(c=0.620, r=0.182)",1,0.041429701484565366,0.002182389620178177,0.7230527194542773,0.2686796468751103,0.554993739705881,0.14929790561789416
RD_1119,0.001,0.60,0.6,24,gaussiana,0,1,"presion_sistolica(c=0.654, r=0.218)",1,0.04139732759908681,0.0020299591143982374,0.7434848819397065,0.24991353193060975,0.5878246821128476,0.14084923229249352
RD_1119,0.001,0.60,0.6,4,gaussiana,0,1,"presion_sistolica(c=0.613, r=0.171)",1,0.041320470054473805,0.0021702960978403217,0.7239675675361139,0.26719078197162627,0.5564637419490268,0.14851091612814854
RD_1181,0.001,0.60,0.6,31,gaussiana,0,1,"presion_sistolica(c=0.645, r=0.186)",1,0.04127716208730528,0.007894700447765014,0.792470235047675,0.2223859281060567,0.6572902964090045,0.1255979658084598
RD_1119,0.001,0.60,0.6,10,gaussiana,0,1,"presion_sistolica(c=0.641, r=0.209)",1,0.04122341441247878,0.002138502980137108,0.7275288033527633,0.26327664878542606,0.5621860304281547,0.14665399772058896
RD_1119,0.001,0.60,0.6,29,gaussiana,0,1,"presion_sistolica(c=0.616, r=0.172)",1,0.041221754747448554,0.0021364205383487965,0.7277927425122305,0.26302027397537914,0.5626101348933376,0.14653754772925867
RD_1180,0.001,0.60,0.6,15,triangular,0,1,"presion_sistolica(c=0.662, r=0.196)",1,0.04117993797681513,0.008908123998641134,0.7557364370370169,0.2509330703842573,0.5966289785932388,0.13804203099189455
RD_1119,0.001,0.60,0.6,12,gaussiana,0,1,"presion_sistolica(c=0.622, r=0.179)",1,0.04102440847915414,0.002127391199908634,0.7278180209308361,0.2619086486994943,0.5626507529290434,0.14582548149305605
RD_1139,0.001,0.60,0.6,11,triangular,0,1,"presion_sistolica(c=0.578, r=0.150)",1,0.040948846692818994,0.003746916889511434,0.6401740462638141,0.3783648839492064,0.4168238802031101,0.19648032964361553
RD_1181,0.001,0.60,0.6,17,gaussiana,0,1,"presion_sistolica(c=0.628, r=0.214)",1,0.04081497012582016,0.010185593728369618,0.7169740390406159,0.28691813319351034,0.5326176791496409,0.1532617925525264
RD_1181,0.001,0.60,0.6,20,gaussiana,0,1,"presion_sistolica(c=0.626, r=0.200)",1,0.0407671464820756,0.009595681647510318,0.7325867407924695,0.2703008914791639,0.5584001224095827,0.14601410295599174
RD_1119,0.001,0.60,0.6,16,gaussiana,0,1,"presion_sistolica(c=0.616, r=0.164)",1,0.04076668519307176,0.0020584764647238493,0.7355962666837895,0.25342437689818875,0.5751490451937293,0.1417604203075402
RD_0247,0.001,0.60,0.6,11,gaussiana,0,1,"peso_kg(c=0.549, r=0.117) Y presion_diastolica(c=0.436, r=0.097)",2,0.04076431470975565,0.0010516851526793606,0.8456594818473829,0.1730300754678452,0.820916066878435,0.1489713127363807
RD_0247,0.001,0.60,0.6,17,gaussiana,0,1,"peso_kg(c=0.550, r=0.118) Y presion_diastolica(c=0.435, r=0.099)",2,0.04072588677954686,0.0010512842020300756,0.8453175079382721,0.17296410846153357,0.8205192687245765,0.14890285334621672
RD_1180,0.001,0.60,0.6,14,triangular,0,1,"presion_sistolica(c=0.666, r=0.188)",1,0.040700203939121306,0.008332149940024326,0.7722582088575785,0.23470844901476975,0.6239126384804048,0.13046763738670306
RD_0138,0.001,0.60,0.6,25,triangular,0,1,"presion_diastolica(c=0.607, r=0.122)",1,0.04060324262295876,0.008376882235626512,0.6141569106970742,0.28503779798824097,0.460716529272034,0.17626128017206097
RD_1180,0.001,0.60,0.6,24,triangular,0,1,"presion_sistolica(c=0.668, r=0.174)",1,0.04059566299089825,0.007392269675881343,0.8086007308248314,0.20823294861637584,0.6839278123712812,0.11871329768019506
RD_0247,0.001,0.60,0.6,1,gaussiana,0,1,"peso_kg(c=0.550, r=0.116) Y presion_diastolica(c=0.436, r=0.093)",2,0.040580614659259266,0.0010430783872711169,0.8481103093429444,0.17161403449367307,0.8237598037827885,0.14778803653531883
RD_0247,0.001,0.60,0.6,2,gaussiana,0,1,"peso_kg(c=0.554, r=0.124) Y presion_diastolica(c=0.438, r=0.084)",2,0.04057739476835933,0.001049906727301079,0.8438891272456477,0.1727374773678967,0.8188618942678111,0.14866021383731057
RD_0247,0.001,0.60,0.6,6,gaussiana,0,1,"peso_kg(c=0.553, r=0.119) Y presion_diastolica(c=0.427, r=0.088)",2,0.040452031451357194,0.0010399600671546238,0.8480519516418525,0.17110098820437722,0.8236920903478164,0.14733186803193307
RD_1180,0.001,0.60,0.6,23,triangular,0,1,"presion_sistolica(c=0.669, r=0.167)",1,0.04043703151833386,0.006993340089454838,0.8256560241647373,0.19699549547760106,0.7120925169692909,0.11357240963698462
RD_0247,0.001,0.60,0.6,27,gaussiana,0,1,"peso_kg(c=0.553, r=0.106) Y presion_diastolica(c=0.439, r=0.079)",2,0.04040833741668717,0.0010010492549827625,0.8722407685282041,0.1646991285323457,0.8517587867501294,0.1423231719306277
RD_0247,0.001,0.60,0.6,32,gaussiana,0,1,"peso_kg(c=0.550, r=0.115) Y presion_diastolica(c=0.430, r=0.086)",2,0.04028790894141811,0.0010344845437427908,0.8489029331731555,0.17020011951115502,0.8246794987190185,0.14655842301402297
RD_0247,0.001,0.60,0.6,12,gaussiana,0,1,"peso_kg(c=0.550, r=0.114) Y presion_diastolica(c=0.423, r=0.097)",2,0.04028742140305752,0.0010323690116478233,0.8502105100826252,0.16985205842356213,0.8261967024877347,0.1462875170588893
RD_1105,0.001,0.60,0.6,24,triangular,0,1,"presion_sistolica(c=0.623, r=0.070)",1,0.040171916244475483,0.004699600626020841,0.795785601131746,0.2025235820266665,0.6747114744657257,0.1190787996492452
RD_1180,0.001,0.60,0.6,32,triangular,0,1,"presion_sistolica(c=0.674, r=0.191)",1,0.040118144247813146,0.007944059956185301,0.782765430986242,0.22377633679395215,0.6412640144726931,0.12512208183333667
RD_0247,0.001,0.60,0.6,4,gaussiana,0,1,"peso_kg(c=0.554, r=0.118) Y presion_diastolica(c=0.425, r=0.102)",2,0.04008677100430599,0.0010269807835883852,0.8504532549532002,0.168965552128986,0.8264783634973516,0.1455093300979117
RD_0247,0.001,0.60,0.6,5,gaussiana,0,1,"peso_kg(c=0.555, r=0.119) Y presion_diastolica(c=0.425, r=0.080)",2,0.04005574128210966,0.0010264071455558025,0.8503282552733218,0.16887117347220248,0.8263333242388373,0.14542221682396622
RD_1180,0.001,0.60,0.6,21,triangular,0,1,"presion_sistolica(c=0.634, r=0.141)",1,0.040042835999951294,0.007695497932075473,0.7920086338040363,0.21677458963592883,0.6565280191259315,0.12198363156918214
RD_0247,0.001,0.60,0.6,35,gaussiana,0,1,"peso_kg(c=0.554, r=0.112) Y presion_diastolica(c=0.419, r=0.080)",2,0.04003989582924198,0.0010121415111117033,0.8591352398103766,0.16652409859131206,0.8365522184651546,0.14358898923023938
RD_1180,0.001,0.60,0.6,22,triangular,0,1,"presion_sistolica(c=0.634, r=0.149)",1,0.040024343040783165,0.008167193995339297,0.7738153843727181,0.230061802685614,0.6264841209824703,0.12777448525915022
RD_0247,0.001,0.60,0.6,23,gaussiana,0,1,"peso_kg(c=0.553, r=0.108) Y presion_diastolica(c=0.423, r=0.070)",2,0.04002103368948551,0.0010058513126707577,0.8629058871874975,0.16548919426831035,0.840927364867356,0.14277463914781122
RD_0247,0.001,0.60,0.6,16,gaussiana,0,1,"peso_kg(c=0.552, r=0.107) Y presion_diastolica(c=0.439, r=0.073)",2,0.039965956556134816,0.0010059213414547808,0.8619833436637702,0.16550071585892479,0.8398569218969524,0.14275987557213407
RD_0247,0.001,0.60,0.6,31,gaussiana,0,1,"peso_kg(c=0.548, r=0.109) Y presion_diastolica(c=0.423, r=0.082)",2,0.03995664015621845,0.0010184332697103025,0.85380201015273,0.1675592596015892,0.8303639812169973,0.1443582852581969
RD_1139,0.001,0.60,0.6,26,triangular,0,1,"presion_sistolica(c=0.641, r=0.132)",1,0.039905728169236515,0.002134092999998568,0.7830974137936433,0.21550140397871453,0.6484622432475392,0.1230780314036054
RD_1037,0.001,0.60,0.6,35,gaussiana,0,1,"presion_sistolica(c=0.650, r=0.099)",1,0.039895768518330835,0.0035188683598656924,0.809246139328432,0.18653018584817688,0.7031167526478299,0.11348262822095899
RD_0247,0.001,0.60,0.6,19,gaussiana,0,1,"peso_kg(c=0.557, r=0.111) Y presion_diastolica(c=0.422, r=0.092)",2,0.039877794749721265,0.0010027280978045928,0.8626567002660868,0.16497534266299102,0.8406382290363841,0.14231256694844638
RD_1119,0.001,0.60,0.6,8,gaussiana,0,1,"presion_sistolica(c=0.616, r=0.156)",1,0.03982939002169636,0.0019777653160363063,0.7412469540951957,0.24348781803273598,0.5842287200982308,0.13634862050259886
RD_1119,0.001,0.60,0.6,34,gaussiana,0,1,"presion_sistolica(c=0.620, r=0.160)",1,0.039732524414741115,0.0019616723816459477,0.7429899434256025,0.24150657513769655,0.5870294017374529,0.13536808990194793
RD_1139,0.001,0.60,0.6,4,triangular,0,1,"presion_sistolica(c=0.574, r=0.131)",1,0.039537185722348024,0.0034571496953565545,0.652172713793694,0.3491040986097712,0.4362703272983036,0.18125085869208854
RD_0247,0.001,0.60,0.6,24,gaussiana,0,1,"peso_kg(c=0.550, r=0.114) Y presion_diastolica(c=0.443, r=0.085)",2,0.03951612455730147,0.0010176651188699827,0.8473532655647421,0.16743287843367735,0.822881392987176,0.1440649584280391
RD_1119,0.001,0.60,0.6,11,gaussiana,0,1,"presion_sistolica(c=0.607, r=0.155)",1,0.03943775537838948,0.002042993714894087,0.7295796265176977,0.2515182554071158,0.5654813476645388,0.13948384165549943
RD_1180,0.001,0.60,0.6,12,triangular,0,1,"presion_sistolica(c=0.690, r=0.210)",1,0.03921737051851546,0.007876544079312802,0.7792566496747095,0.22187448110740288,0.6354696967105294,0.1234279800327909
RD_1037,0.001,0.60,0.6,26,gaussiana,0,1,"presion_sistolica(c=0.650, r=0.097)",1,0.03920416487518354,0.0034343409604895435,0.8121702606065228,0.18204950913553683,0.707667762088136,0.11079822192126618
RD_0247,0.001,0.60,0.6,26,gaussiana,0,1,"peso_kg(c=0.544, r=0.109) Y presion_diastolica(c=0.420, r=0.077)",2,0.03899544969264785,0.0010111215652803208,0.8432393691840582,0.16635629047523512,0.818107968917296,0.14299622240908635
RD_1180,0.001,0.60,0.6,1,triangular,0,1,"presion_sistolica(c=0.637, r=0.122)",1,0.0388936914108303,0.006834476984964562,0.821569501303386,0.19252047844970596,0.7053441305927475,0.11028288100489432
RD_0247,0.001,0.60,0.6,14,gaussiana,0,1,"peso_kg(c=0.543, r=0.108) Y presion_diastolica(c=0.435, r=0.079)",2,0.03866920343942652,0.0010038422492727479,0.8426372824389906,0.1651586501026048,0.8174093574076441,0.14192106961705148
RD_1119,0.001,0.60,0.6,14,gaussiana,0,1,"presion_sistolica(c=0.638, r=0.183)",1,0.03861799178427932,0.0018867076444926067,0.7470290801174158,0.23227747190140058,0.5935195940603337,0.13013215459354704
RD_1180,0.001,0.60,0.6,9,triangular,0,1,"presion_sistolica(c=0.629, r=0.139)",1,0.03856958929893029,0.0077187537438919394,0.7808882209340177,0.2174296829265335,0.6381640345699374,0.12087672513516863
RD_1119,0.001,0.60,0.6,7,gaussiana,0,1,"presion_sistolica(c=0.601, r=0.157)",1,0.0384750561729255,0.0021103097925445065,0.7148111560537125,0.2598057123327291,0.5417509763155514,0.14203963760100397
RD_1180,0.001,0.60,0.6,20,triangular,0,1,"presion_sistolica(c=0.626, r=0.203)",1,0.03821295736177273,0.011489131481668018,0.6739415790499894,0.32363750652585965,0.4615549011834687,0.16558358394111397
RD_1181,0.001,0.60,0.6,1,gaussiana,0,1,"presion_sistolica(c=0.670, r=0.185)",1,0.03809758010168429,0.006560637554258969,0.8288979545117849,0.18480669166926675,0.7174461634139567,0.10620331404491044
RD_1119,0.001,0.60,0.6,25,gaussiana,0,1,"presion_sistolica(c=0.607, r=0.179)",1,0.03774059715666141,0.0024009325822061125,0.6775525248293711,0.29558503779238954,0.4818828161655386,0.15663807004770464
RD_1181,0.001,0.60,0.6,18,gaussiana,0,1,"presion_sistolica(c=0.658, r=0.168)",1,0.0376984515424086,0.006549771375714248,0.8262513738753318,0.1845006021327957,0.7130756632803643,0.10573478659749594
RD_1119,0.001,0.60,0.6,32,gaussiana,0,1,"presion_sistolica(c=0.609, r=0.186)",1,0.03728216736261022,0.0024782721834882633,0.6674707195673496,0.3051065167115633,0.4656831031810846,0.16011818813238216
RD_1119,0.001,0.60,0.6,9,gaussiana,0,1,"presion_sistolica(c=0.610, r=0.192)",1,0.03674585701354657,0.002549579983245591,0.6580315904250856,0.31388540489958344,0.45051605928827176,0.16312784530521696
RD_1119,0.001,0.60,0.6,26,gaussiana,0,1,"presion_sistolica(c=0.624, r=0.142)",1,0.03673976637794945,0.001685488883857202,0.7673059574395841,0.20750490835348837,0.6261010201346404,0.11736050636061483
RD_0247,0.001,0.60,0.6,8,gaussiana,0,1,"peso_kg(c=0.536, r=0.117) Y presion_diastolica(c=0.409, r=0.098)",2,0.03636012980439363,0.0010116987108426967,0.8010729640649137,0.16645124621361307,0.7691815705565838,0.14181357638905698
RD_0820,0.001,0.60,0.6,30,gaussiana,1,0,"presion_diastolica(c=0.143, r=0.138)",1,0.03609463389198795,0.005913450823299022,0.8553550038482032,0.15359612528049407,0.7709787560929885,0.09363327745864515
RD_0820,0.001,0.60,0.6,14,gaussiana,1,0,"presion_diastolica(c=0.146, r=0.132)",1,0.036088581429208524,0.005907944345608064,0.8556457324693306,0.15345309988592373,0.7714390764097736,0.09356171480750598
RD_0820,0.001,0.60,0.6,1,gaussiana,1,0,"presion_diastolica(c=0.148, r=0.133)",1,0.036038470047701325,0.005896288968754797,0.8558998035556764,0.15315036282479993,0.771841355629821,0.09338310207100527
