posicion,regla_id_dominante,regla_dominante,soporte_busqueda,confianzas_familia,metodo_similitud,Z,numero_condiciones_Z,fitness,soporte_anomalo,confianza_anomala,confianza_inversa,cf_directo,cf_inverso,miembros_familia_jaccard,jaccard_maximo_familia
109,RD_0763,colesterol = arriba_de_lo_normal Y fumador = no => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"presion_diastolica(c=0.168, r=0.300) Y sexo=1",2,0.01714079972831683,0.00981601758682494,0.6597604645236816,0.2088514380175519,0.47272820525599785,0.10877793754045958,1,0.0
110,RD_0052,presion_sistolica cercana a 102.00 con radio ±12.57 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"peso_kg(c=0.556, r=0.099) Y presion_diastolica(c=0.443, r=0.108)",2,0.016994735452662682,0.0017213330108348216,0.7500988672709162,0.10310203268231964,0.6793451168858002,0.0750490510503789,13,0.9702924268535953
111,RD_0039,presion_sistolica cercana a 102.00 con radio ±12.57 => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"peso_kg(c=0.559, r=0.112) Y presion_diastolica(c=0.414, r=0.109) Y alcohol=0",3,0.016716619533292357,0.0010278121411373192,0.8795821706772667,0.10008603523226035,0.8488502982593787,0.07877299244670512,1,0.0
112,RD_0763,colesterol = arriba_de_lo_normal Y fumador = no => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"presion_diastolica(c=0.192, r=0.300) Y sexo=1",2,0.016414507926518565,0.010839261727265103,0.6293969484154198,0.23062258994181073,0.42567363350927634,0.11568375370959538,1,0.0
113,RD_0052,presion_sistolica cercana a 102.00 con radio ±12.57 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"peso_kg(c=0.554, r=0.105) Y presion_diastolica(c=0.444, r=0.107) Y alcohol=0",3,0.0159498846042192,0.0017962490307718013,0.8317236894658898,0.10758924921006506,0.7840801276251113,0.08136864609758479,9,0.9897314518179297
114,RD_0820,sexo = mujer Y colesterol = arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"presion_sistolica(c=0.477, r=0.099) Y presion_diastolica(c=0.382, r=0.263)",2,0.015669003505223766,0.00954572406111861,0.620024529753438,0.2479408847043795,0.39837217210961023,0.11799772626371488,1,0.0
115,RD_0735,colesterol = arriba_de_lo_normal Y actividad_fisica = si => enfermedad_cardiovascular = si,0.001,0.60,triangular,"presion_sistolica(c=0.299, r=0.199) Y glucosa=1",2,0.015448757293329712,0.009495882279940726,0.6051981342952897,0.2404020830364741,0.3930257030662277,0.11792173264601846,1,0.0
116,RD_0052,presion_sistolica cercana a 102.00 con radio ±12.57 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"peso_kg(c=0.567, r=0.099) Y presion_diastolica(c=0.449, r=0.107) Y alcohol=0",3,0.014788185533730808,0.0015509587051073836,0.8698966109394278,0.09289718729402456,0.8330608326725532,0.07100650974689875,2,0.9323274955888253
117,RD_0561,glucosa = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,sexo=2 Y colesterol=1 Y alcohol=0,3,0.01475109589863688,0.005,0.7692307692307693,0.16393442622950818,0.6351648351648352,0.09289617486338796,1,0.0
118,RD_0560,glucosa = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,triangular,sexo=2 Y colesterol=1 Y alcohol=0,3,0.01475109589863688,0.005,0.7692307692307693,0.16393442622950818,0.6351648351648352,0.09289617486338796,1,0.0
119,RD_0736,colesterol = arriba_de_lo_normal Y actividad_fisica = si => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"presion_sistolica(c=0.456, r=0.102) Y presion_diastolica(c=0.352, r=0.245) Y alcohol=0",3,0.014510918714305043,0.011314291683098382,0.6083839734116804,0.28643776412907296,0.3979236598029916,0.14586635759722624,1,0.0
120,RD_0052,presion_sistolica cercana a 102.00 con radio ±12.57 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"peso_kg(c=0.532, r=0.107) Y presion_diastolica(c=0.455, r=0.105) Y alcohol=0",3,0.014487980328169345,0.0019102315721504204,0.7587425643551907,0.11441641840536956,0.6904360777308529,0.08393524495872058,1,0.0
121,RD_0735,colesterol = arriba_de_lo_normal Y actividad_fisica = si => enfermedad_cardiovascular = si,0.001,0.60,triangular,"presion_sistolica(c=0.390, r=0.181) Y presion_diastolica(c=0.210, r=0.287) Y fumador=0",3,0.014342152823725297,0.011314927847456946,0.6063505693227184,0.28645386955587204,0.3947974739247235,0.14531149534619295,1,0.0
122,RD_0561,glucosa = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,colesterol=1 Y fumador=0 Y actividad_fisica=0,3,0.01402793011788654,0.0035,0.875,0.11475409836065574,0.8023809523809524,0.06993152106246109,5,1.0
123,RD_0560,glucosa = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,triangular,colesterol=1 Y fumador=0 Y actividad_fisica=0,3,0.01402793011788654,0.0035,0.875,0.11475409836065574,0.8023809523809524,0.06993152106246109,6,1.0
124,RD_0052,presion_sistolica cercana a 102.00 con radio ±12.57 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_diastolica(c=0.392, r=0.110) Y colesterol=3",2,0.013969332560735079,0.0015646016024066722,0.7112339560637194,0.09371435075651495,0.6294765011484811,0.06657595256652793,1,0.0
125,RD_1119,altura_cm cercana a 159.77 con radio ±5.83 Y sexo = mujer Y colesterol = normal Y actividad_fisica = no => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.558, r=0.113) Y glucosa=1 Y alcohol=0",3,0.013585932101673682,0.0017448017430052873,0.6863460965479107,0.2148070682903376,0.4960125612108212,0.10956119392225816,1,0.0
126,RD_0763,colesterol = arriba_de_lo_normal Y fumador = no => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"presion_diastolica(c=0.229, r=0.300) Y glucosa=1",2,0.013246349631628629,0.010175536019390072,0.6047911961357424,0.2165007663700015,0.3875419121401856,0.10254129334148271,1,0.0
127,RD_0146,presion_sistolica cercana a 102.00 con radio ±27.78 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_diastolica(c=0.443, r=0.094) Y colesterol=3",2,0.01305369122351212,0.008983935540706752,0.6939149445752144,0.11294532216088318,0.568468097947153,0.06888877988396268,13,0.9926196891782193
128,RD_0052,presion_sistolica cercana a 102.00 con radio ±12.57 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_diastolica(c=0.430, r=0.108) Y colesterol=3 Y fumador=0",3,0.012871345812421074,0.001329706754793165,0.8796942048309493,0.07964494285977632,0.8456323896310085,0.060883882737923424,1,0.0
129,RD_0820,sexo = mujer Y colesterol = arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"presion_diastolica(c=0.142, r=0.121) Y actividad_fisica=1",2,0.012784750869629092,0.0038816396688818723,0.7951873438927736,0.10082180958134733,0.6757132944968915,0.056761133636484516,2,0.9458826520681878
130,RD_0052,presion_sistolica cercana a 102.00 con radio ±12.57 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"peso_kg(c=0.617, r=0.193) Y presion_diastolica(c=0.488, r=0.091) Y alcohol=0",3,0.012633644807379774,0.0017823467279054583,0.7318157863253579,0.1067565482303807,0.6558856026389359,0.07704785564158557,1,0.0
131,RD_0736,colesterol = arriba_de_lo_normal Y actividad_fisica = si => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"presion_diastolica(c=0.165, r=0.295) Y sexo=1",2,0.01252642986635685,0.007257514777927999,0.621948299253952,0.18373455133994937,0.41877765735641603,0.08973566029356557,1,0.0
132,RD_0732,presion_diastolica cercana a 73.27 con radio ±19.49 => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,colesterol=3 Y actividad_fisica=1,2,0.012301030104392475,0.02490596742974689,0.7092316494700754,0.1437750703645539,0.5239499709123091,0.07043246943772369,6,1.0
133,RD_0820,sexo = mujer Y colesterol = arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"presion_diastolica(c=0.167, r=0.135) Y fumador=0 Y alcohol=0",3,0.012069700758018578,0.004571719903191925,0.8128098692997693,0.11874597151147856,0.7036156263913015,0.06861530816148338,1,0.0
134,RD_0820,sexo = mujer Y colesterol = arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"presion_diastolica(c=0.171, r=0.250) Y fumador=0 Y alcohol=0",3,0.011669687868979282,0.007186355311694061,0.678831800044939,0.18665857952452108,0.4914836834044869,0.09497518036117776,1,0.0
135,RD_0735,colesterol = arriba_de_lo_normal Y actividad_fisica = si => enfermedad_cardiovascular = si,0.001,0.60,triangular,"presion_sistolica(c=0.404, r=0.165) Y presion_diastolica(c=0.225, r=0.269) Y sexo=1",3,0.011496218739756653,0.008878345291405229,0.6173106793132013,0.2247682352254488,0.4116477110529489,0.11170929346698523,1,0.0
136,RD_0763,colesterol = arriba_de_lo_normal Y fumador = no => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"presion_diastolica(c=0.177, r=0.300) Y sexo=1 Y glucosa=1",3,0.01118420271974699,0.0075255972413976295,0.6935349695906478,0.16011909024250276,0.5250688125235184,0.08520180557664363,1,0.0
137,RD_0356,presion_sistolica cercana a 111.46 con radio ±24.60 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_diastolica(c=0.465, r=0.083) Y colesterol=3",2,0.010906512403720947,0.01508516317636456,0.713413431898965,0.10328126494847584,0.5688063863708104,0.057523153739403796,1,0.0
138,RD_0732,presion_diastolica cercana a 73.27 con radio ±19.49 => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,sexo=1 Y colesterol=3,2,0.010488446704161977,0.021713754701137622,0.706849793349413,0.12534733367980042,0.5200503626039854,0.06050440952474936,4,1.0
139,RD_0356,presion_sistolica cercana a 111.46 con radio ±24.60 => enfermedad_cardiovascular = no,0.001,0.60,triangular,sexo=1 Y colesterol=3,2,0.009991310209090718,0.016091701923163088,0.6750446109027081,0.11017257886889034,0.5110772656876844,0.05864853054447741,4,1.0
140,RD_0356,presion_sistolica cercana a 111.46 con radio ±24.60 => enfermedad_cardiovascular = no,0.001,0.60,triangular,colesterol=3 Y alcohol=0 Y actividad_fisica=1,3,0.009934500527952065,0.019198761763067663,0.6977848815948546,0.13144520726436845,0.5452919169870285,0.072874731632513,1,0.0
141,RD_0146,presion_sistolica cercana a 102.00 con radio ±27.78 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"altura_cm(c=0.572, r=0.290) Y colesterol=3 Y fumador=0",3,0.009893084932289003,0.010074407202294236,0.6633153173461248,0.12665464504808,0.5253274247707003,0.07532890510414321,4,0.9222015218902997
142,RD_0250,colesterol = muy_arriba_de_lo_normal Y fumador = no => enfermedad_cardiovascular = si,0.001,0.60,triangular,sexo=2 Y actividad_fisica=0,2,0.00985966917028428,0.0025,0.625,0.09615384615384616,0.49754901960784315,0.059449433814916054,30,1.0
143,RD_0251,colesterol = muy_arriba_de_lo_normal Y fumador = no => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,sexo=2 Y actividad_fisica=0,2,0.00985966917028428,0.0025,0.625,0.09615384615384616,0.49754901960784315,0.059449433814916054,29,1.0
144,RD_0732,presion_diastolica cercana a 73.27 con radio ±19.49 => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.465, r=0.093) Y colesterol=3",2,0.009812722434198111,0.017206126796121032,0.7473967619269787,0.0993260790929605,0.5864344292865844,0.05019856582841968,1,0.0
145,RD_0052,presion_sistolica cercana a 102.00 con radio ±12.57 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"peso_kg(c=0.551, r=0.094) Y presion_diastolica(c=0.436, r=0.107) Y sexo=1",3,0.009801248437083236,0.0011852936592439964,0.802617660113475,0.07099508626413464,0.7467333963878628,0.05250199594390361,1,0.0
146,RD_0076,colesterol = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,triangular,sexo=2 Y alcohol=0 Y actividad_fisica=0,3,0.00978861737136933,0.0035,0.6363636363636364,0.1206896551724138,0.5130249867091972,0.07632078456184752,10,1.0
147,RD_0279,presion_sistolica cercana a 111.46 con radio ±24.60 => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,colesterol=3 Y alcohol=0 Y actividad_fisica=1,3,0.009410995151645564,0.015578371479090976,0.6826009968063445,0.1260865261350758,0.5317525920232479,0.07079228417740649,2,1.0
148,RD_0561,glucosa = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"edad_anios(c=0.436, r=0.096) Y colesterol=1 Y alcohol=0",3,0.009027237960403105,0.0023144344095936045,0.8713200563484099,0.07588309539651161,0.7965631367032004,0.04533093508577289,1,0.0
149,RD_0076,colesterol = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,triangular,"altura_cm(c=0.535, r=0.185) Y sexo=2 Y actividad_fisica=0",3,0.008916770546790563,0.0014700790750478284,0.9579379474792593,0.050692381898200974,0.9436712863903531,0.03779608715614606,2,0.9425961615221213
150,RD_0279,presion_sistolica cercana a 111.46 con radio ±24.60 => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,sexo=1 Y colesterol=3,2,0.008783280917619173,0.012659673924565755,0.6501447605212899,0.10246348980018286,0.4838710663718101,0.05445633058912869,2,1.0
151,RD_0459,colesterol = arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"presion_sistolica(c=0.480, r=0.108) Y presion_diastolica(c=0.405, r=0.148) Y sexo=1",3,0.008412340056825417,0.00882636223445148,0.6187384906050973,0.17306592616571528,0.40965959835627974,0.0821398067134678,1,0.0
152,RD_0279,presion_sistolica cercana a 111.46 con radio ±24.60 => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_diastolica(c=0.465, r=0.083) Y colesterol=3",2,0.008204056817406203,0.009855176239099978,0.6968116079516732,0.07976475192576196,0.5527169988664095,0.044529425551768344,1,0.0
153,RD_0076,colesterol = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,triangular,"edad_anios(c=0.422, r=0.083) Y peso_kg(c=0.548, r=0.159)",2,0.008135820318000666,0.0014542863292200474,0.7820620069031999,0.050147804455863705,0.7081415180165659,0.03446692551280551,1,0.0
154,RD_0820,sexo = mujer Y colesterol = arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"edad_anios(c=0.450, r=0.109) Y presion_diastolica(c=0.423, r=0.200) Y alcohol=0",3,0.007968609764476879,0.0037951823414352774,0.7502606271298075,0.09857616471260461,0.6045793262888619,0.052721682121624903,1,0.0
155,RD_0279,presion_sistolica cercana a 111.46 con radio ±24.60 => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,colesterol=3 Y glucosa=3,2,0.007967234062545944,0.011478561566403535,0.6513525469821183,0.0929039312535297,0.48565287058033585,0.04921560982245663,2,0.9927060885378869
156,RD_0732,presion_diastolica cercana a 73.27 con radio ±19.49 => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.509, r=0.095) Y colesterol=3",2,0.0078739678072762,0.010399558858646464,0.8293166000848883,0.06003369718039539,0.7205547393783057,0.03278294087998029,1,0.0
157,RD_0076,colesterol = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,triangular,"edad_anios(c=0.449, r=0.098) Y altura_cm(c=0.581, r=0.148) Y glucosa=3",3,0.007809265290698922,0.0025346373109242917,0.6686570742029098,0.08740128658359626,0.5562717543419083,0.05615431831470641,1,0.0
158,RD_0732,presion_diastolica cercana a 73.27 con radio ±19.49 => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.484, r=0.061) Y colesterol=3",2,0.007788649670512825,0.008876952131622635,0.878077200630043,0.051244121351514654,0.80038627972838,0.0291933402699856,1,0.0
159,RD_0356,presion_sistolica cercana a 111.46 con radio ±24.60 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_diastolica(c=0.489, r=0.089) Y colesterol=3",2,0.007646919205320546,0.010191867436499257,0.7276421775807109,0.06977909013792323,0.5902147318790331,0.03886849374790503,1,0.0
160,RD_0560,glucosa = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,triangular,"edad_anios(c=0.433, r=0.120) Y colesterol=1 Y alcohol=0",3,0.007542021945454558,0.0028606319471152376,0.7486600665740714,0.09379121138082745,0.6026435338218652,0.050059589274105754,1,0.0
161,RD_0251,colesterol = muy_arriba_de_lo_normal Y fumador = no => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"edad_anios(c=0.447, r=0.083) Y altura_cm(c=0.577, r=0.208)",2,0.007286433337785978,0.0019476995673409435,0.6134722155511736,0.07491152182080553,0.4821032953463437,0.0453415278932167,1,0.0
162,RD_0459,colesterol = arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"altura_cm(c=0.347, r=0.090) Y presion_sistolica(c=0.476, r=0.101)",2,0.0068644060001603144,0.0031231597531323576,0.7525836370508049,0.06123842653200701,0.6169036960786657,0.0333815766243277,1,0.0
163,RD_0356,presion_sistolica cercana a 111.46 con radio ±24.60 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"altura_cm(c=0.507, r=0.122) Y colesterol=3 Y alcohol=0",3,0.006860732902699622,0.012584546928145738,0.7170376992498924,0.08616068055390963,0.574259401653975,0.047788388891427266,1,0.0
164,RD_0279,presion_sistolica cercana a 111.46 con radio ±24.60 => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"altura_cm(c=0.509, r=0.119) Y colesterol=3",2,0.006788350733472504,0.008607852418563417,0.6842847304319117,0.06966929825731713,0.5342365440771684,0.038119916030072,1,0.0
165,RD_0146,presion_sistolica cercana a 102.00 con radio ±27.78 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_diastolica(c=0.416, r=0.105) Y sexo=1 Y colesterol=3",3,0.006633989976277036,0.005763192482680948,0.7154054945640376,0.07245439692684755,0.5987664014692521,0.04431771695939225,1,0.0
166,RD_0076,colesterol = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,triangular,sexo=2 Y fumador=0 Y actividad_fisica=0,3,0.006611924226622103,0.0025,0.625,0.08620689655172414,0.49780701754385964,0.05312841316898113,2,1.0
167,RD_0077,colesterol = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,sexo=2 Y fumador=0 Y actividad_fisica=0,3,0.006611924226622103,0.0025,0.625,0.08620689655172414,0.49780701754385964,0.05312841316898113,1,0.0
168,RD_0250,colesterol = muy_arriba_de_lo_normal Y fumador = no => enfermedad_cardiovascular = si,0.001,0.60,triangular,sexo=2 Y glucosa=1 Y actividad_fisica=0,3,0.006474079139245952,0.0015,0.75,0.057692307692307696,0.6650326797385621,0.03893991580558745,2,1.0
169,RD_0251,colesterol = muy_arriba_de_lo_normal Y fumador = no => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,sexo=2 Y glucosa=1 Y actividad_fisica=0,3,0.006474079139245952,0.0015,0.75,0.057692307692307696,0.6650326797385621,0.03893991580558745,3,1.0
170,RD_0077,colesterol = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"edad_anios(c=0.438, r=0.089) Y altura_cm(c=0.580, r=0.219) Y actividad_fisica=1",3,0.005607538137179579,0.002137779864529133,0.6241945669269201,0.07371654705272872,0.4967283966448228,0.04515576862571965,1,0.0
171,RD_0077,colesterol = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"edad_anios(c=0.443, r=0.108) Y altura_cm(c=0.573, r=0.165) Y fumador=0",3,0.0052103044225907166,0.0021684264786918962,0.6014767734951699,0.0747733268514447,0.4663051528093211,0.04469437569969367,1,0.0
172,RD_0077,colesterol = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,gaussiana,"edad_anios(c=0.433, r=0.102) Y altura_cm(c=0.664, r=0.228) Y glucosa=3",3,0.005205619857968154,0.0015217934375215346,0.7064784417848586,0.05247563577660465,0.606921422039372,0.03430836130632051,1,0.0
173,RD_0076,colesterol = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,triangular,"edad_anios(c=0.433, r=0.092) Y altura_cm(c=0.584, r=0.124) Y fumador=0",3,0.0048365922858493475,0.0020096431658505483,0.6024692921501922,0.06929804020174304,0.4676343152186784,0.041370721766537825,1,0.0
174,RD_0076,colesterol = muy_arriba_de_lo_normal => enfermedad_cardiovascular = si,0.001,0.60,triangular,"edad_anios(c=0.424, r=0.088) Y sexo=2 Y glucosa=3",3,0.004449268427110245,0.0011266211104629163,0.7597702005960609,0.03884900380906608,0.6782887481666547,0.026238196869024667,1,0.0
