anomalia_id,posicion,regla_id_dominante,regla_dominante,metodo_similitud,Z,numero_condiciones_Z,fitness,soporte_anomalo,confianza_anomala,confianza_inversa,cf_directo,cf_inverso,numero_semillas,semillas,semillas_conf_60,semillas_conf_70,semillas_conf_80,estable_conf_60,estable_conf_70,nivel_estabilidad,soportes_busqueda,miembros_familia,jaccard_maximo,confianza_dominante,soporte_dominante,lift_dominante,cf_dominante,masa_equivalente
RA_001,1,RD_0459,colesterol = arriba_de_lo_normal => enfermedad_cardiovascular = si,gaussiana,"altura_cm(c=0.477, r=0.095) Y presion_sistolica(c=0.497, r=0.095) Y glucosa=2",3,0.0013034080923175373,0.0013074181628620822,0.6426371671249308,0.02563565025219769,0.4466640007095703,0.011672380941799147,1,55,1,0,0,False,False,exploratoria,"0.0005, 0.0010",2,0.0,0.6458333333333334,0.093,1.2981574539363485,0.29519071310116096,2.6148363257241645
