Z,familias,reglas_dominantes,familias_estables_60,familias_estables_70,confianza_maxima,soporte_maximo
"altura_cm(c=0.477, r=0.095) Y presion_sistolica(c=0.497, r=0.095) Y glucosa=2",1,1,0,0,0.6426371671249308,0.0013074181628620822
