regla_id_dominante,familias_totales,familias_estables_60,familias_estables_70,mejor_confianza,mejor_soporte,mejor_fitness,maximo_semillas
RD_0459,1,0,0,0.6426371671249308,0.0013074181628620822,0.0013034080923175373,1
