experimento,tamanos_enjambre,numero_tamanos_enjambre,numero_iteraciones_por_tamano,numero_semillas,numero_configuraciones,total_ejecuciones,evaluaciones_particulas,maximo_pbest,reglas_dominantes_pbest,tasa_dominancia_pbest,reglas_consolidadas,duplicados_parametricos,reglas_finales,reglas_agrupadas_jaccard,reglas_reproducibles,proporcion_reproducibles,estabilidad_alta,estabilidad_media,estabilidad_exploratoria,soporte_minimo,confianza_minima,lift_minimo,factor_certeza_minimo,umbral_jaccard
experimento_pso_reglas_dominantes,"50, 100, 500",3,1,2,4,24,10400,5200,1398,0.26884615384615385,1236,162,1198,38,32,0.02671118530884808,32,0,1166,0.01,0.6,1.0,0.1,0.85
